"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"xc1"	"xc2"	"xc3"	"xc4"	"xc5"	"xc6"	"xc7"	"y1"	"y2"	"y3"
-0.4339	-0.1873	0.5747	3.8586	3.3433	0.6924	-0.6965	2.3221	5	6	2	4	4	6	1	0	0	0
0.5239	-0.7515	2.4206	1.1985	15.6149	1.2226	-3.72	12.0276	5	5	5	5	13	6	4	1	1	1
-0.3422	0.0922	3.6616	1.0511	3.5143	1.6514	0.5583	18.2446	1	5	3	5	5	5	1	0	1	0
0.1754	-0.9127	1.8359	3.0774	8.8163	1.4962	-2.4635	5.4418	3	5	2	3	6	6	4	1	0	0
-0.7163	0.6909	0.9408	3.1523	1.4321	0.6702	4.1057	5.3761	6	3	3	5	6	4	5	0	0	0
0.7954	-0.6369	0.4945	0.1226	4.0164	1.6067	-1.7405	2.1787	3	5	5	4	3	5	3	1	0	0
0.5877	-0.3384	0.3454	3.8174	2.3052	1.9792	-1.0979	1.6057	3	4	5	5	2	6	3	0	0	0
-0.8012	-0.4492	2.9869	3.6485	4.8468	0.8197	-0.8652	15.7741	1	6	5	5	4	4	3	1	0	0
-0.241	0.7524	3.5368	2.1508	7.4557	1.3532	1.7836	17.8334	3	6	4	5	12	3	5	1	1	1
0.9354	-0.8038	3.3962	1.5504	14.8884	0.4015	-2.4557	17.1806	3	6	4	5	11	5	5	1	1	1
0.0224	-0.4106	1.5846	2.6817	7.3113	1.3815	-0.9896	8.1043	3	3	2	5	6	3	4	1	0	0
-0.4969	0.2396	2.3491	0.6081	9.9326	0.5247	0.8732	10.5225	5	5	2	5	13	6	3	1	1	1
0.2496	0.9311	3.0426	1.0385	14.4281	0.7519	6.0697	9.6047	6	5	3	3	20	4	4	0	1	1
-0.2471	0.4284	1.1278	3.2821	3.5692	0.1146	1.8045	4.4863	5	6	4	4	7	6	3	0	0	0
-0.5871	-0.1332	3.6737	0.9181	18.8159	0.3998	-0.6256	14.223	5	3	2	4	20	4	2	1	1	1
0.8857	-0.6817	3.7505	1.6669	22.1447	1.254	-3.1752	19.0844	5	1	5	5	20	5	5	1	1	1
-0.1781	-0.9727	2.1995	1.4243	14.4959	0.605	-5.646	2.1153	6	5	3	1	14	2	2	1	1	1
-0.6301	0.5403	1.8129	0.1299	1.9831	0.98	2.1191	9.0515	3	3	2	5	6	1	4	0	0	0
-0.6697	-0.3309	2.4583	3.1364	8.1189	1.2233	-0.8623	9.2235	3	3	3	4	8	6	2	1	0	1
-0.4894	0.8506	3.3947	1.6597	5.9853	1.164	2.5046	17.9415	3	5	5	5	11	1	5	1	1	1
-0.9643	0.0265	1.3642	3.2124	8.1763	1.402	0.2382	3.8579	6	5	5	3	10	5	1	0	1	1
-0.0162	-0.848	2.1265	3.2596	12.0896	1.0132	-4.213	5.0401	5	3	5	2	11	4	3	1	0	1
0.004	0.6836	3.6657	3.8682	10.8231	0.8044	2.929	18.7619	4	5	5	5	15	3	5	1	1	1
0.4794	0.9146	1.3128	0.3374	0.6743	0.4695	3.5979	7.5699	4	3	5	5	6	2	6	0	0	0
-0.2942	0.0418	0.77	3.1896	1.0092	1.6973	0.4195	2.6015	1	4	5	3	2	2	1	0	0	0
-0.1764	-0.119	1.8864	1.989	10.2087	1.7438	-0.7266	8.0233	5	5	5	4	11	1	2	0	1	1
-0.063	-0.1671	3.835	1.8431	11.9156	0.3514	-0.8068	16.0782	3	5	4	4	13	3	1	1	1	1
0.818	0.5811	0.6386	0.5192	-2.2497	1.4673	1.5336	4.1394	2	4	4	5	3	4	4	0	0	0
-0.7169	0.3987	3.6505	0.3341	16.8517	0.3608	2.2016	14.193	5	6	5	4	19	4	3	0	1	1
-0.953	-0.6213	1.3338	2.311	7.0474	0.482	-3.3692	-0.0809	5	5	5	1	7	4	2	1	0	0
-0.4412	0.0535	0.0712	2.3608	0.3638	1.7558	-0.004	0.6143	4	6	5	3	1	3	1	0	0	0
-0.8621	-0.6089	2.2177	0.3392	11.9715	1.7899	-2.3255	11.6008	4	4	2	5	10	2	4	1	1	1
0.2541	-0.4046	2.5121	3.5475	14.962	0.0807	-1.632	12.1536	5	3	3	5	14	3	3	1	1	1
-0.7826	0.0654	3.4965	2.7816	10.2812	1.033	0.7104	13.4079	3	4	5	4	11	6	2	1	1	1
0.7697	-0.2153	3.8748	2.376	20.635	0.1551	-0.9255	20.0484	5	4	4	5	20	5	2	1	1	1
-0.2749	0.5526	0.6563	3.3866	-1.0867	1.5371	1.6285	3.4595	3	3	3	5	4	6	4	0	0	0
-0.6353	0.913	2.1478	3.6894	8.4	0.3768	5.4159	11.1686	6	5	2	5	14	6	6	0	1	1
0.1113	-0.8767	3.453	3.5646	7.571	0.934	-0.4836	17.0419	1	5	3	5	5	6	6	1	1	0
-0.5768	-0.5251	0.1722	2.8402	1.9129	1.8843	-2.3882	0.7462	5	1	4	1	2	6	1	0	0	0
0.8024	0.6512	3.1945	1.8383	15.6052	0.2932	4.2693	15.9746	6	1	4	5	20	6	5	1	1	1
0.5259	0.6523	2.0979	3.0888	2.9762	0.9848	2.0584	10.4488	3	5	3	5	7	3	4	1	0	0
-0.176	0.8458	1.2871	3.3967	-0.6642	1.5655	2.3764	6.7772	3	5	4	5	5	6	5	1	0	0
0.4909	0.5665	0.5803	3.2002	0.4623	1.9248	2.6185	2.4068	5	5	3	5	4	6	4	0	0	0
-0.2987	-0.8338	1.1007	0.9113	8.4962	0.3392	-4.7514	2.4858	6	4	2	2	8	6	3	1	0	1
-0.3569	-0.4013	3.0185	0.0538	13.849	0.8479	-1.5898	14.9146	4	1	2	5	13	3	3	1	1	1
-0.2679	0.4912	1.1617	2.9184	2.862	1.5374	1.3318	2.8339	3	2	5	3	4	3	3	0	0	0
-0.1717	0.166	3.6197	1.3964	21.0495	0.8747	1.1794	17.8701	6	3	5	5	23	3	2	0	1	1
0.5276	-0.3411	1.4561	1.6297	8.9388	0.0775	-1.5973	5.167	5	5	3	4	9	6	2	1	0	1
-0.1277	-0.9829	2.62	0.998	15.152	0.4801	-5.409	4.7274	5	5	3	2	14	5	3	1	1	1
0.0793	0.0332	1.8417	2.7993	3.5727	1.9529	-0.0429	6.6428	2	5	5	4	5	3	1	0	0	0
0.6225	0.2107	3.4245	3.2256	3.0754	1.8356	0.2431	11.5195	1	3	4	3	4	4	2	1	0	0
0.8624	-0.0071	2.4112	2.6171	12.144	1.1581	-0.0675	6.5746	5	5	5	3	13	3	1	0	1	1
-0.8011	0.5415	3.2722	2.8241	7.8496	0.8412	1.9989	16.9757	3	5	4	5	11	6	4	1	1	1
-0.1755	-0.3486	1.3458	0.0099	6.7339	1.0536	-1.4475	5.2951	4	5	5	4	7	5	2	0	0	0
0.7832	-0.9302	3.4576	3.7345	22.0344	1.976	-4.8076	17.3665	5	4	5	5	18	4	6	1	1	1
-0.4248	-0.1051	2.8969	1.8199	12.5562	0.2136	-0.5664	9.247	4	1	4	3	13	5	2	1	0	1
0.91	0.1073	3.1416	1.4791	9.7636	0.2757	-0.0083	3.0835	3	5	1	1	11	6	1	0	1	1
-0.0813	-0.0014	0.1512	3.9525	0.4729	0.8349	-0.1969	2.2482	5	4	2	5	2	6	1	0	0	0
-0.7803	0.652	3.7581	2.9222	0.8791	1.6843	0.764	13.6213	1	5	5	4	5	6	4	1	0	1
-0.0818	0.6244	0.0774	1.2506	-3.0861	1.8961	3.4767	0.553	6	5	3	5	1	6	4	0	0	0
0.241	-0.2523	2.2837	0.0705	14.1183	1.4562	-1.4565	4.6148	6	6	3	2	14	5	1	0	0	1
0.0326	-0.499	3.5684	2.8322	13.2585	0.5829	-1.9652	17.0002	3	5	2	5	12	6	4	1	1	1
0.971	0.3612	1.3301	2.4705	5.0175	1.1062	1.4748	4.721	5	5	3	4	7	6	3	0	0	0
0.1702	0.7577	0.5978	0.6033	1.4704	1.8213	4.0925	0.9097	5	5	5	3	4	4	3	0	0	0
0.3747	-0.7153	2.8944	3.1134	15.8599	1.8809	-3.4304	6.6214	5	3	3	2	15	4	2	1	1	1
0.9776	-0.2073	2.9633	2.1483	15.8161	0.5758	-1.0579	15.9674	5	6	2	5	16	2	2	1	1	1
0.3887	-0.1907	2.4161	3.9094	3.209	1.2806	-0.1356	11.3636	1	1	5	5	4	6	2	0	0	0
0.251	0.1886	0.4403	2.2344	0.4142	0.8735	0.5236	1.6185	1	5	5	2	2	2	1	0	0	0
-0.7708	-0.5717	0.7941	1.4431	3.975	0.639	-2.0729	2.4045	3	4	4	4	3	2	4	1	0	0
0.5695	-0.8239	3.8355	2.3205	17.8348	0.2885	-3.1946	10.645	4	5	5	3	17	3	3	1	1	1
-0.771	0.5247	2.1442	0.2844	7.7294	1.5002	2.8568	11.1116	5	3	5	5	11	6	4	0	0	1
0.1761	0.4267	2.531	1.6288	3.1422	1.1628	1.0567	11.5265	2	5	5	5	6	5	3	1	1	0
0.4835	0.3567	2.7964	0.3155	13.8534	1.7453	1.9072	1.8896	5	1	2	1	15	5	2	0	1	1
-0.4214	-0.3452	0.9249	1.2759	4.4249	0.7159	-0.5191	3.9928	3	5	4	5	3	1	3	0	0	0
0.3291	-0.2176	3.2366	0.6083	17.7561	1.9993	-1.4102	12.6089	5	4	2	4	18	4	1	1	1	1
0.9929	-0.113	3.0075	2.9069	18.5919	0.4567	-0.8876	14.2202	6	3	5	5	19	5	2	1	1	1
0.1191	-0.688	1.3439	1.1885	5.6375	1.6549	-2.6417	0.3243	4	5	4	1	6	1	2	1	0	0
-0.7739	0.625	3.9264	0.5288	22.6154	0.2419	3.7787	8.1369	6	3	5	2	24	1	2	0	1	1
-0.2754	-0.7725	1.1878	2.402	11.0095	0.0779	-4.7295	5.8703	6	6	4	5	8	6	4	1	0	0
0.0924	0.295	2.5858	0.2879	9.5168	1.6821	0.7522	11.8496	4	1	4	5	11	3	3	1	1	1
0.258	0.871	0.0486	0.4291	-2.5048	0.6151	4.1155	-0.5558	5	3	4	4	1	3	4	0	0	0
-0.265	0.1062	0.5549	0.9195	-0.4196	1.2058	0.2814	2.6349	1	4	5	5	2	4	2	0	0	0
-0.9693	-0.1491	2.5524	1.3478	11.1901	0.3121	-0.3863	12.7372	4	3	4	5	11	2	2	1	1	1
0.2845	0.7028	3.8892	2.1347	17.6257	1.9951	3.5072	7.3797	5	5	4	2	21	5	2	0	1	1
-0.8754	-0.2642	0.4626	1.4822	3.885	1.0333	-1.9042	1.9752	5	6	5	5	3	6	3	1	0	0
0.1825	-0.9883	1.769	2.0672	11.5603	1.0782	-4.286	9.7338	4	1	5	5	8	3	6	1	0	0
-0.8718	0.6798	2.0345	1.0956	6.4111	0.1957	2.8528	11.4354	5	1	1	5	11	6	4	0	0	0
0.0485	0.0031	1.8133	1.1602	9.2404	0.5962	-0.216	5.8369	5	5	5	3	10	3	1	0	0	1
-0.453	0.4989	2.4684	2.0171	11.05	1.5382	2.3092	12.7454	5	1	5	5	14	2	3	0	1	1
-0.2806	-0.2576	0.8324	2.3571	4.7127	0.1382	-1.1344	2.7466	5	4	5	3	5	5	2	0	0	0
-0.0957	0.6506	1.5526	3.8009	3.2709	0.3826	2.5645	7.6033	4	6	5	5	7	3	4	0	0	0
0.5071	-0.1175	1.0742	2.7415	2.6567	1.6518	-0.1223	5.2402	1	5	3	5	2	6	2	0	0	0
0.0653	0.59	1.2459	0.2306	3.377	1.1963	2.4463	7.5391	5	3	5	5	7	6	4	0	0	0
0.0098	0.1836	1.7728	2.9264	8.3532	1.1736	0.1187	9.8776	5	6	2	5	10	4	2	0	1	1
-0.4984	0.654	2.1927	2.9364	9.4451	0.1834	3.2602	6.894	5	4	5	3	12	3	3	0	0	1
-0.5012	-0.8102	2.6067	2.4866	11.7136	0.73	-2.1435	12.9319	3	4	5	5	9	5	5	1	0	0
-0.5513	0.2697	1.1453	1.3231	3.868	0.5777	1.3028	7.0605	5	5	5	5	7	3	3	0	0	0
-0.5549	-0.3023	1.331	0.5026	7.0795	0.8477	-1.0794	6.2998	4	5	4	5	6	4	3	1	0	0
0.7591	-0.7524	0.1882	1.9154	4.8452	1.2798	-3.7197	0.6637	5	2	5	5	2	3	5	1	0	0
-0.3715	0.6099	3.8836	1.9228	9.3519	1.301	2.4807	15.6323	3	5	5	4	13	5	3	1	1	1
0.6043	0.3847	1.8509	0.9438	6.7071	0.9599	1.9561	10.0593	5	6	2	5	10	6	3	0	0	0
-0.1301	-0.8143	1.3743	0.3149	3.1047	0.1122	-0.4811	2.723	1	6	3	2	3	3	3	0	0	0
-0.2236	0.1043	3.4099	1.5028	12.8706	0.7994	0.1968	9.9697	4	2	3	3	15	2	1	1	1	1
-0.2852	-0.7057	3.1566	3.5233	20.2679	1.6129	-3.9078	5.8176	6	4	5	2	20	6	3	1	1	1
0.6691	-0.9349	0.9129	3.4724	10.1665	0.1003	-4.8719	5.4955	6	4	5	5	6	4	5	1	0	0
0.4016	-0.8552	0.5389	3.6781	5.9377	0.4996	-4.6044	1.8575	6	5	2	3	4	4	4	1	0	0
-0.3438	-0.9993	0.8476	2.4792	4.9499	1.1615	-3.1608	2.5475	3	4	5	2	4	6	3	1	0	0
-0.4815	0.0898	0.7414	3.0806	3.6422	0.3803	0.1496	1.1999	4	6	3	1	4	4	2	0	0	0
0.5331	0.218	3.6933	2.464	21.5038	0.043	1.3737	11.5056	6	4	4	3	23	3	1	0	1	1
0.9112	0.5722	3.9269	1.1262	1.5193	1.0908	0.3534	20.695	1	3	3	5	4	6	4	1	1	1
0.2778	-0.6624	2.3949	1.8467	5.826	1.6114	-0.4197	12.2067	1	1	2	5	4	2	4	1	0	0
0.6872	-0.2631	3.6546	1.5124	22.1814	0.871	-1.393	7.9061	6	5	4	2	23	1	2	1	1	1
0.0282	0.4444	3.4531	2.6715	12.8636	0.2399	1.4944	6.5542	4	1	5	2	15	4	2	1	0	1
-0.9012	-0.4615	1.2141	2.8718	8.3548	1.3455	-2.336	5.8842	5	5	3	5	7	2	3	1	0	0
0.7588	0.593	1.8775	0.4771	6.3494	0.0152	2.8997	10.6107	5	1	3	5	11	6	4	0	0	0
0.8683	0.6484	3.8946	0.1816	19.9237	0.2563	3.7491	19.6204	6	3	5	5	24	6	4	1	1	1
0.6766	-0.9686	0.4648	0.0987	6.7417	0.5324	-3.7336	1.7644	4	1	4	5	3	5	6	1	0	0
-0.6561	-0.3426	2.5906	1.27	9.9182	0.976	-1.3293	13.2856	3	6	1	5	8	5	3	1	1	0
-0.23	0.7903	2.3041	2.5476	5.2011	1.6113	3.3117	11.7663	4	5	2	5	10	3	5	1	0	0
-0.2468	-0.8467	3.8017	2.8404	8.3253	0.955	-1.0008	19.2679	1	5	5	5	5	3	5	1	1	0
0.3318	-0.1072	0.0699	2.1492	0.4419	1.7336	-0.4228	1.1306	5	5	4	4	2	5	1	0	0	0
-0.3287	0.0204	0.1353	3.4511	0.3314	0.222	-0.2122	1.0526	3	3	4	5	1	3	1	0	0	0
0.0499	-0.1415	3.9362	2.1261	3.7306	1.8432	0.1088	11.952	1	5	5	3	5	3	1	1	0	0
0.9453	0.2016	0.3482	3.7154	-0.3836	0.1551	0.3787	1.8876	3	4	4	5	2	4	2	0	0	0
-0.4063	-0.9832	3.8968	0.2694	24.565	1.5719	-4.5328	19.686	5	6	3	5	21	3	6	1	1	1
0.1416	0.9581	3.5513	1.825	13.7994	0.9247	4.6046	13.9223	5	4	5	4	19	3	5	1	1	1
0.4927	-0.2019	2.0108	1.7025	10.4379	1.3633	-0.9771	4.1971	5	1	2	2	11	4	1	0	0	1
-0.9246	-0.8971	3.2675	3.5583	15.5345	0.3398	-3.6424	9.4166	4	1	2	3	14	3	3	1	1	1
0.2282	0.2648	0.7846	3.2342	-0.8707	1.5376	0.6499	4.1173	1	1	5	5	2	6	2	0	0	0
-0.6473	0.8012	3.7904	2.2184	12.8232	0.6064	2.9791	10.6321	4	5	5	3	16	6	3	1	1	1
-0.4221	-0.9327	3.4265	3.411	15.063	1.2204	-3.4801	2.4302	4	5	5	1	14	4	2	1	1	1
-0.696	-0.6924	3.2773	3.2895	18.903	0.4065	-3.2158	12.6606	5	1	4	4	18	3	4	1	1	1
0.8349	0.6626	0.6857	0.7391	0.7092	1.0615	3.9726	3.3155	6	1	3	5	6	6	4	0	0	0
0.0327	0.9583	3.0974	3.2132	7.6391	0.2074	3.7038	15.8952	4	4	4	5	13	6	6	1	1	1
0.3758	0.3917	2.1395	2.436	9.1433	0.7136	2.4353	9.6407	5	6	2	4	12	5	3	0	0	1
-0.7416	-0.5204	3.4971	3.4581	22.7137	1.7062	-3.448	11.0561	6	5	1	3	22	6	2	1	1	1
-0.1319	0.686	3.6128	2.3047	15.0551	0.7465	3.2752	18.8014	5	1	2	5	19	3	4	1	1	1
0.1866	0.3496	0.5999	2.5603	0.3315	1.3503	1.2096	2.0418	3	5	4	4	3	3	3	0	0	0
-0.2239	0.7177	1.449	1.9086	4.3953	1.8436	4.0537	7.5304	6	5	5	5	10	1	5	0	0	0
-0.7033	-0.7328	3.6232	0.1756	20.8322	1.1092	-3.3521	14.9786	5	5	2	4	20	3	4	1	1	1
0.6189	-0.9679	2.4878	2.2575	4.9725	1.134	-1.1413	6.7872	1	6	5	3	4	2	4	1	0	0
0.1292	0.9121	1.4232	2.5225	3.4177	0.7298	3.6257	4.917	4	6	4	3	7	2	4	0	0	0
0.7663	-0.0691	0.4678	2.6872	0.9585	1.159	-0.0495	2.6239	1	4	4	3	2	4	1	0	0	0
-0.5349	-0.4393	3.9992	3.5491	14.1451	0.1575	-1.3971	20.9111	3	3	2	5	13	3	3	1	1	1
-0.202	-0.1001	3.1917	3.9341	20.3657	1.5464	-0.5606	12.7607	6	3	5	4	20	6	2	1	1	1
0.2282	-0.7141	0.3835	1.8871	6.4724	0.0937	-4.3962	1.3849	6	5	5	5	3	1	4	1	0	0
-0.4033	-0.771	0.1936	2.7597	4.9447	0.146	-1.9948	1.0925	3	3	3	5	1	6	5	1	0	0
-0.0602	0.1276	0.2995	1.9848	0.1959	0.4267	0.6025	0.8939	3	3	3	5	2	5	2	0	0	0
0.2238	0.9881	0.4338	1.4545	-0.9325	1.3159	3.0018	-0.3511	3	3	5	2	2	5	3	0	0	0
-0.9399	-0.7793	3.136	3.0068	19.828	1.3068	-3.8982	14.8817	5	5	2	5	17	3	5	1	1	1
0.3063	0.597	0.7699	0.0608	-1.2637	1.059	1.7907	4.1467	2	1	2	5	3	4	4	0	0	0
0.9309	-0.1247	0.7522	1.7882	4.1352	1.8977	-0.6018	1.6495	5	3	3	2	5	6	1	0	0	0
0.051	-0.0632	0.0925	0.2438	0.5197	1.6131	-0.4048	0.1148	6	5	5	2	1	5	1	0	0	0
-0.0541	0.0519	2.3071	0.2131	13.907	1.4316	-0.1287	7.4216	6	3	1	3	15	5	1	0	1	1
0.8137	0.9175	2.0679	3.9893	7.8774	0.7411	5.9085	10.2159	6	5	5	5	13	4	6	0	0	0
0.9308	-0.3965	1.769	1.4791	10.6655	0.437	-1.9147	5.7727	5	3	3	3	10	5	2	1	0	1
-0.3685	0.7427	0.9102	3.0454	1.9648	1.5007	3.86	2.9241	5	5	5	3	5	3	3	0	0	0
-0.1959	-0.029	0.7497	1.2023	4.3549	0.5438	-0.4964	3.645	5	4	5	5	5	6	1	0	0	0
-0.8169	0.6069	3.0427	0.9759	14.1483	0.3931	2.6301	4.9033	5	5	5	2	17	6	2	0	1	1
0.3834	-0.344	2.5161	0.4071	14.0529	0.9163	-1.9574	11.8719	5	3	1	5	14	6	3	1	1	1
0.1729	-0.0895	0.6654	2.1259	3.5722	0.7117	0.0049	2.2336	5	4	2	4	4	4	1	0	0	0
0.106	0.6028	3.1772	2.303	8.5428	1.1536	1.9447	6.0996	3	5	5	2	11	3	2	0	0	1
0.0585	0.5265	2.0815	0.48	8.9831	0.0967	2.2352	6.1812	5	1	5	3	12	5	2	0	0	1
0.5907	-0.8625	3.8661	1.6187	23.1811	1.0496	-4.1703	15.5357	5	3	2	4	20	6	4	1	1	1
-0.8097	-0.4569	3.4668	2.7007	12.7466	1.8927	-1.2472	16.1888	3	1	3	5	11	6	3	1	1	1
0.7548	0.0287	0.5976	2.1732	2.099	1.985	-0.026	2.5412	3	6	3	5	2	3	1	0	0	0
-0.1439	0.9533	1.7829	3.4625	8.3755	1.3956	5.4626	5.2363	6	6	5	3	12	4	4	0	0	1
-0.9523	-0.5568	1.9227	1.1688	5.4801	1.7234	0.0242	10.3488	1	6	2	5	3	3	4	1	0	0
0.4936	-0.1312	1.415	2.8816	8.9945	0.7519	-0.8461	3.4956	6	2	5	3	10	3	1	0	0	1
-0.0123	0.0748	0.5141	2.6316	1.8881	1.9475	0.3445	1.2486	3	3	3	3	2	6	1	0	0	0
-0.8202	-0.7148	2.2887	1.5095	12.0761	1.6208	-2.7665	10.9388	4	5	5	5	10	5	5	1	1	1
0.3072	0.8902	3.2924	3.0979	8.8059	1.4927	3.6347	16.549	4	4	5	5	14	6	5	1	1	1
-0.3491	0.8417	3.3764	1.9079	6.4368	0.4808	2.3578	17.7775	3	5	3	5	12	6	5	1	1	1
-0.6289	-0.4819	1.36	0.6763	3.7628	0.1102	-1.0332	4.535	2	5	4	4	3	6	3	1	0	0
-0.9165	-0.655	3.4437	3.0307	15.6538	0.6541	-2.8059	10.3695	4	5	5	3	15	3	3	1	1	1
-0.1988	0.1703	0.9766	1.3006	4.4271	1.9875	1.2709	4.2553	5	5	3	5	6	6	3	0	0	0
-0.3909	0.209	1.8131	2.7755	2.4697	1.9375	0.6087	7.2899	2	5	3	4	5	4	2	0	0	0
0.7859	0.1991	0.14	0.0558	0.705	0.4134	0.4621	0.0026	4	6	3	1	1	6	1	0	0	0
-0.3709	0.3061	0.9373	0.9717	4.265	1.0614	1.9562	5.1408	6	6	5	5	6	4	2	0	0	0
-0.813	0.4169	1.3624	0.7718	-0.5208	0.0947	0.6669	6.5684	1	1	5	5	2	6	3	0	0	0
0.9364	0.8009	0.6302	3.3353	0.0918	1.2422	4.4409	3.401	6	1	5	5	4	6	5	0	0	0
-0.0054	-0.4497	3.4466	0.3811	12.1568	1.0394	-1.4549	9.8766	3	4	5	3	11	6	3	1	1	1
0.7151	-0.985	0.3929	1.9789	6.0827	0.7065	-2.7095	1.5908	3	5	5	5	2	1	5	1	0	0
-0.629	0.619	1.6067	1.8425	2.9392	1.6188	2.687	8.0339	4	5	5	5	7	1	5	1	0	0
0.7548	0.3453	0.8489	0.6301	4.3864	1.4332	2.0761	1.6044	6	5	5	2	6	3	2	0	0	0
-0.7684	0.2957	1.2556	1.9309	4.4602	1.1517	1.2173	5.8656	5	6	5	5	7	5	3	0	0	0
0.8871	0.2984	0.1008	0.6527	-1.1912	1.5665	0.005	0.1094	1	1	5	5	2	3	3	0	0	0
0.3796	-0.363	0.2224	1.5989	1.0345	0.02	-1.1984	0.8114	3	3	5	3	1	5	2	0	0	0
-0.9709	0.9726	0.9033	2.1364	-1.9086	0.8722	2.6032	4.8706	3	5	4	5	4	3	6	1	0	0
0.6441	0.5229	3.2419	0.1072	6.5093	0.582	0.8533	16.4935	3	1	4	5	11	6	4	1	1	1
-0.0756	-0.3603	1.1564	3.1512	7.0527	0.7069	-2.1746	5.5407	5	5	5	5	6	4	3	1	0	0
0.6499	0.984	1.7621	1.4837	4.1984	1.7368	4.6578	8.7382	5	3	4	5	10	3	5	0	0	0
-0.2289	-0.0138	2.6792	2.4791	2.2945	0.5005	-0.1197	3.1883	1	5	2	1	3	4	1	0	0	0
-0.9427	-0.6847	2.9707	0.8685	10.0245	0.5834	-2.2698	6.1223	3	5	5	2	10	1	3	1	1	1
0.9343	-0.5087	0.0534	3.0272	1.1494	0.5521	-2.0014	-0.0828	4	3	5	2	1	6	2	0	0	0
-0.4493	0.1585	2.3928	0.0225	13.4336	0.8989	0.9819	11.0466	6	3	2	5	15	2	2	0	1	1
0.4265	-0.2816	0.9647	0.2929	4.4371	0.0799	-0.8104	4.6762	3	3	4	4	4	2	3	1	0	0
-0.09	0.7749	2.5873	1.1563	9.031	0.7361	3.6748	13.0651	5	5	4	5	14	3	5	0	1	1
0.7482	-0.3826	2.9259	0.007	15.3962	0.2677	-1.4085	7.8336	5	2	4	3	16	5	2	1	1	1
0.3795	0.5148	0.068	2.8592	-2.2772	1.0177	2.8072	0.5235	6	5	2	5	2	6	3	0	0	0
0.3074	-0.613	2.9018	1.7537	16.4228	0.1341	-2.9368	9.0513	5	5	2	3	16	3	3	1	1	1
0.5265	-0.8875	0.8321	1.2004	6.9357	0.4216	-4.7457	2.3793	5	4	4	3	5	2	3	1	0	0
0.0045	-0.5527	3.9417	2.4142	11.8771	1.0087	-1.1267	6.2287	3	3	5	2	12	2	2	1	1	1
-0.477	0.1952	2.3585	1.2283	3.7341	1.2672	0.9207	9.3333	2	5	5	4	6	6	2	0	0	0
0.1939	-0.683	1.1031	2.5567	4.3257	0.9043	-1.5321	2.3266	3	5	5	2	4	5	3	1	0	0
0.1805	0.9604	2.3923	0.8161	-2.3099	0.7886	0.9019	13.3786	1	4	3	5	4	6	6	1	0	1
0.8207	-0.7752	3.3789	2.2127	20.0442	1.3399	-3.6385	17.2849	5	4	3	5	18	3	5	1	1	1
0.0904	-0.7595	2.074	2.5341	5.472	1.7297	-0.4615	10.6313	1	5	5	5	3	2	4	1	0	0
-0.6549	0.3476	0.3514	0.1669	1.596	1.6007	1.4291	0.4978	5	4	5	1	3	3	2	0	0	0
-0.3148	-0.0422	2.5531	3.5243	12.4999	1.3348	0.1737	6.4267	5	5	5	2	14	6	1	0	1	1
0.4028	0.4056	1.6937	1.797	3.2348	1.4948	0.9826	8.7125	3	5	3	5	7	6	3	0	0	0
-0.3068	0.6337	3.2782	3.202	3.6421	1.1902	1.0931	13.5774	2	6	5	4	7	3	4	1	0	1
0.1264	-0.7168	3.1137	2.1647	11.2861	0.9851	-1.9415	6.4293	3	6	5	2	10	5	3	1	1	1
-0.0715	0.4078	3.3783	3.16	9.4625	0.1524	1.196	10.312	3	5	1	3	11	6	3	1	1	1
-0.638	0.3867	0.0148	3.3755	-1.3355	0.2652	1.4225	0.7304	5	4	4	5	1	6	3	0	0	0
-0.3644	0.5998	2.3236	1.4363	11.4271	0.077	3.9479	11.3796	6	3	1	5	15	3	4	0	1	1
-0.0057	-0.0934	3.7094	1.1293	19.1567	1.6742	-0.5987	7.9265	5	5	2	2	20	5	1	1	1	1
0.0648	-0.6172	1.8268	2.359	6.4424	1.8475	-1.8514	1.9395	3	3	4	1	6	4	2	1	0	1
0.2418	0.8166	3.3255	0.6412	15.0913	1.3566	4.1306	6.8104	5	6	3	2	17	6	2	0	0	1
0.0066	-0.4812	2.7916	1.0754	18.8224	0.184	-3.5131	14.3868	6	3	5	5	18	2	3	1	1	1
0.9889	0.4352	1.4642	0.2745	6.8138	1.4005	1.9688	0.7185	5	3	5	1	8	6	2	0	0	1
0.4648	-0.0703	1.988	0.9333	8.6417	0.5188	-0.5799	9.3935	4	1	5	5	9	3	1	0	0	1
-0.4527	0.4506	3.3967	2.6386	9.1797	1.7237	1.7231	13.1836	3	5	3	4	11	2	2	1	1	1
0.4309	0.5051	3.8832	3.5921	16.9431	0.5816	2.6849	19.7275	5	2	5	5	20	1	4	1	1	1
-0.9753	0.1744	3.4572	2.1385	16.2568	1.371	1.181	13.7023	5	5	5	4	19	4	2	1	1	1
-0.5893	-0.0701	3.8193	2.3425	19.6374	0.1271	-0.3171	11.5709	5	5	3	3	20	3	1	1	1	1
-0.9877	0.4419	0.5492	1.7157	1.4686	1.2348	1.2209	0.7673	3	5	5	2	3	4	2	0	0	0
-0.2135	0.9004	1.4034	2.2356	2.9624	1.5286	4.5464	7.0316	5	4	5	5	7	3	5	0	0	0
